1453096751600,7.701172,-55.395386,0.24517822
1453096751619,7.7217407,-55.4178,0.23937988
1453096751640,-2.1237183,0.47920227,-0.20561218
1453096751661,-2.1661987,0.43804932,-0.34480286
1453096751678,-2.308731,0.48446655,-0.39356995
1453096751700,-2.4719849,0.5336151,-0.6212158
1453096751719,-2.6983795,0.5475464,-0.9066467
1453096751741,-2.950058,0.5105133,-1.1636963
1453096751759,-2.793213,-0.16293335,-1.1200256
1453096751780,-2.4297028,-1.0219421,-0.24977112
1453096751798,-2.4737701,-0.90415955,0.7129364
1453096751825,-2.6220093,-0.57154846,0.7673645
1453096751840,-2.4259949,-0.5511322,0.59861755
1453096751860,-2.1317139,-0.10342407,0.9878235
1453096751880,-1.960022,0.75123596,1.3087311
1453096751901,-1.8552094,1.1397552,1.0035248
1453096751928,-1.8579712,1.0479889,0.57588196
1453096751941,-1.9364471,0.78556824,0.3157959
1453096751959,-2.0262604,0.3376007,0.07853699
1453096751981,-2.1059723,0.0018157959,-0.07286072
1453096751999,-2.161087,-0.09466553,-0.021575928
1453096752020,-2.183426,-0.056427002,0.122528076
1453096752041,-0.019317627,0.052703857,-0.119766235
1453096752061,-0.0617218,0.24461365,-0.19650269
1453096752079,-0.09486389,0.35398865,-0.22990417
1453096752100,-0.15657043,0.33816528,-0.3210144
1453096752119,-0.13250732,0.27305603,-0.3310547
1453096752142,-0.109817505,0.47080994,-0.11105347
1453096752161,-0.10119629,0.5399475,-0.014419556
1453096752184,-0.013748169,0.09185791,0.06265259
1453096752202,0.004180908,-0.03994751,0.0050201416
1453096752222,-0.050704956,0.19554138,-0.23417664
1453096752243,-0.041992188,0.31700134,-0.2957306
1453096752264,-0.00440979,0.3834839,-0.2805481
1453096752279,-0.005279541,0.28486633,-0.09803772
1453096752306,-0.040023804,0.11984253,0.022018433
1453096752323,-0.07325745,0.016433716,-0.006591797
1453096752343,-0.075790405,0.05747986,-0.08331299
1453096752359,-0.05126953,0.19062805,-0.14083862
1453096752382,-0.04084778,0.3336792,-0.1408844
1453096752401,-0.067230225,0.3203888,-0.10707092
1453096752424,-0.073349,0.05935669,-0.107437134
1453096752444,-0.013793945,-0.13339233,-0.113220215
1453096752462,0.013366699,-0.074401855,-0.08509827
1453096752481,0.018218994,0.053710938,-0.023757935
1453096752507,-0.018493652,0.28753662,-0.009597778
1453096752520,-0.09623718,0.5233154,-0.095047
1453096752542,-0.12045288,0.57888794,-0.21412659
1453096752561,-0.115097046,0.5436554,-0.2999115
1453096752583,-0.10635376,0.43951416,-0.3572998
1453096752608,-0.07513428,0.21110535,-0.36654663
1453096752621,-0.042022705,0.053375244,-0.2798767
1453096752639,-0.035202026,0.051574707,-0.16459656
1453096752662,-0.0029449463,0.058258057,-0.059158325
1453096752680,0.049819946,0.10362244,0.012283325
1453096752701,0.058654785,0.2234497,0.036026
1453096752720,0.0069274902,0.28771973,0.041152954
1453096752743,-0.014221191,0.1972351,-0.03060913
1453096752761,0.012252808,0.03817749,-0.13642883
1453096752785,0.023529053,0.08758545,-0.15586853
1453096752802,-0.0140686035,0.266922,-0.07383728
1453096752826,-0.029067993,0.2736206,-0.08303833
1453096752842,-0.039154053,0.29640198,-0.21684265
1453096752866,-0.081451416,0.4051056,-0.3166809
1453096752881,-0.10974121,0.30444336,-0.3113861
1453096752906,-0.07937622,0.031188965,-0.20658875
1453096752922,-0.0340271,0.027893066,-0.13955688
1453096752941,0.014755249,0.14970398,-0.19140625
1453096752960,0.03289795,0.16792297,-0.16191101
1453096752981,-0.010955811,0.12916565,-0.04121399
1453096753000,0.009567261,0.006515503,-0.0030670166
1453096753022,0.043121338,0.060302734,-0.02720642
1453096753041,0.07951355,0.17146301,-0.08457947
1453096753062,0.07647705,0.2101593,-0.094070435
1453096753081,-0.0053100586,0.2246399,-0.13182068
1453096753103,-0.03489685,0.116363525,-0.21307373
1453096753121,-0.017166138,0.036758423,-0.20417786
1453096753144,-0.0087890625,0.1622467,-0.14694214
1453096753160,-8.087158E-4,0.22724915,-0.11302185
1453096753185,-0.005355835,0.1769867,-0.1078186
1453096753203,-0.04815674,0.16137695,-0.12620544
1453096753227,-0.0476532,0.12535095,-0.14042664
1453096753245,0.011383057,0.13531494,-0.11672974
1453096753261,0.059249878,0.17477417,-0.06878662
1453096753280,0.06854248,0.15260315,-0.06388855
1453096753301,0.03401184,0.046524048,-0.10697937
1453096753321,0.005203247,0.034484863,-0.12628174
1453096753346,-0.010147095,0.12773132,-0.19342041
1453096753362,-0.014816284,0.19155884,-0.19303894
1453096753385,0.018615723,0.11480713,-0.13108826
1453096753402,0.03111267,0.102005005,-0.12672424
1453096753424,0.011978149,0.19763184,-0.1453247
1453096753440,-0.016723633,0.12936401,-0.14060974
1453096753463,-0.0023040771,0.052459717,-0.14118958
1453096753483,0.016967773,0.21192932,-0.15011597
1453096753502,0.0074005127,0.31071472,-0.14459229
1453096753524,-0.014724731,0.20594788,-0.12515259
1453096753548,0.002746582,0.07165527,-0.115615845
1453096753563,0.05055237,0.045562744,-0.12503052
1453096753585,0.09011841,0.07962036,-0.100753784
1453096753601,0.08149719,0.12724304,-0.09088135
1453096753627,0.045654297,0.19241333,-0.114608765
1453096753641,0.015411377,0.19676208,-0.13320923
1453096753662,0.028549194,0.08709717,-0.15715027
1453096753681,0.064086914,0.02128601,-0.14297485
1453096753704,0.06376648,0.08493042,-0.09979248
1453096753721,0.059539795,0.18687439,-0.10897827
1453096753742,0.040023804,0.20135498,-0.13261414
1453096753761,0.01586914,0.10412598,-0.12791443
1453096753785,0.02180481,0.08482361,-0.12312317
1453096753802,0.03488159,0.13661194,-0.11300659
1453096753827,0.053771973,0.1277771,-0.122543335
1453096753844,0.039260864,0.17910767,-0.12200928
1453096753862,0.02960205,0.19206238,-0.097213745
1453096753881,0.072387695,0.06452942,-0.08784485
