1453089099543,-0.89320374,-25.192474,29.49504
1453089099566,8.896713,-55.134003,0.07707214
1453089099594,2.941101,-0.33273315,-1.0119171
1453089099597,2.9861603,-0.25019836,-1.0807953
1453089099627,3.0593414,-0.2889557,-0.9921417
1453089099644,3.0929718,-0.34065247,-0.87101746
1453089099663,3.0937195,-0.3468933,-0.79849243
1453089099680,3.104721,-0.27059937,-0.81733704
1453089099700,3.132492,-0.14788818,-0.9079437
1453089099732,-0.020629883,0.04852295,-0.11010742
1453089099736,-0.04447937,0.024902344,-0.15208435
1453089099764,-0.07582092,-0.019348145,-0.19296265
1453089099780,-0.100357056,0.00869751,-0.23478699
1453089099800,-0.10836792,0.011154175,-0.33648682
1453089099832,-0.14596558,0.017318726,-0.46058655
1453089099838,-0.167099,0.034988403,-0.58244324
1453089099861,-0.18183899,0.09477234,-0.6535797
1453089099888,-0.22598267,0.40405273,-1.0218201
1453089099906,-0.1789093,0.6901703,-1.2389374
1453089099919,-0.42819214,1.3371887,-2.2847595
1453089099937,-0.7038269,1.6941986,-2.590332
1453089099962,-1.0800018,2.210678,-3.5122528
1453089099986,-1.0949097,2.464203,-3.5540009
1453089100012,-0.5585785,2.1188965,-3.2748108
1453089100018,-0.39672852,2.2496338,-2.9873047
1453089100038,0.13929749,2.3221283,-2.7447357
1453089100064,0.4933319,2.2371063,-2.5223541
1453089100088,0.7905121,1.8706055,-2.3442993
1453089100100,1.1655579,1.47966,-2.249237
1453089100119,1.6651001,1.3576508,-2.1676025
1453089100143,2.2250366,1.396637,-2.069046
1453089100159,2.6374817,1.261322,-2.0490112
1453089100183,2.7262268,0.6821289,-2.0682068
1453089100207,2.4947662,-0.3461914,-1.9583893
1453089100219,1.9947662,-1.2893829,-1.6950684
1453089100240,1.4569092,-1.697052,-1.2999725
1453089100262,1.1204529,-1.9280243,-0.802124
1453089100279,0.96884155,-2.4259338,-0.21110535
1453089100302,0.91004944,-3.0245667,0.35217285
1453089100326,0.9133148,-3.3084564,0.6286621
1453089100338,0.96736145,-3.3065186,0.68977356
1453089100360,0.9611969,-3.3814545,0.8163147
1453089100382,0.84173584,-3.5645142,1.0162048
1453089100404,0.70913696,-3.8308868,1.1986237
1453089100421,0.6354065,-4.109619,1.5073242
1453089100438,0.62480164,-4.1699524,1.9970703
1453089100466,0.6592102,-3.9339142,2.5748138
